null_pct,mode,strategy,event,asset,method,final_return_pct,bah_pct,delta_pct,alarm_rate,days_in_market,n_endpoints,start_date,end_date,first_alarm,lead_days
0.815,far0.05,persist,Russia--Ukraine,GOLD,IF,-4.344811,-6.281309,1.936498,0.016,0.959677,125,2022-01-14,2022-07-15,2022-04-13,-42.0
0.5,far0.05,defensive,Russia--Ukraine,GOLD,OCS,-6.281309,-6.281309,0.0,0.0,1.0,125,2022-01-14,2022-07-15,,
0.5,far0.05,first_alarm,Russia--Ukraine,GOLD,OCS,-6.281309,-6.281309,0.0,0.0,1.0,125,2022-01-14,2022-07-15,,
0.5,far0.05,persist,Russia--Ukraine,GOLD,OCS,-6.281309,-6.281309,0.0,0.0,1.0,125,2022-01-14,2022-07-15,,
0.0,far0.05,defensive,Russia--Ukraine,GOLD,DSV,-7.527587,-6.281309,-1.246278,0.072,0.927419,125,2022-01-14,2022-07-15,2022-01-14,19.0
0.5,far0.05,first_alarm,Russia--Ukraine,GOLD,DSV,0.0,-6.281309,6.281309,0.072,0.0,125,2022-01-14,2022-07-15,2022-01-14,19.0
0.0,far0.05,persist,Russia--Ukraine,GOLD,DSV,-7.649828,-6.281309,-1.368519,0.072,0.879032,125,2022-01-14,2022-07-15,2022-01-14,19.0
0.5,far0.05,defensive,Russia--Ukraine,GOLD,DAG,-6.281309,-6.281309,0.0,0.0,1.0,125,2022-01-14,2022-07-15,,
0.5,far0.05,first_alarm,Russia--Ukraine,GOLD,DAG,-6.281309,-6.281309,0.0,0.0,1.0,125,2022-01-14,2022-07-15,,
0.5,far0.05,persist,Russia--Ukraine,GOLD,DAG,-6.281309,-6.281309,0.0,0.0,1.0,125,2022-01-14,2022-07-15,,
0.035,far0.05,defensive,Russia--Ukraine,GOLD,OMNI,-10.795942,-6.281309,-4.514633,0.208,0.790323,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.4525,far0.05,first_alarm,Russia--Ukraine,GOLD,OMNI,-0.891822,-6.281309,5.389487,0.208,0.08871,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.2325,far0.05,persist,Russia--Ukraine,GOLD,OMNI,-8.404381,-6.281309,-2.123072,0.208,0.677419,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.59,far0.05,defensive,Russia--Ukraine,GOLD,USAD,-5.372654,-6.281309,0.908655,0.032,0.967742,125,2022-01-14,2022-07-15,2022-01-31,9.0
0.4275,far0.05,first_alarm,Russia--Ukraine,GOLD,USAD,-1.183595,-6.281309,5.097714,0.032,0.080645,125,2022-01-14,2022-07-15,2022-01-31,9.0
0.675,far0.05,persist,Russia--Ukraine,GOLD,USAD,-4.809233,-6.281309,1.472076,0.032,0.959677,125,2022-01-14,2022-07-15,2022-01-31,9.0
0.75,far0.05,defensive,Russia--Ukraine,GOLD,TR,4.130528,-6.281309,10.411837,0.704,0.298387,125,2022-01-14,2022-07-15,2022-01-14,19.0
0.5,far0.05,first_alarm,Russia--Ukraine,GOLD,TR,0.0,-6.281309,6.281309,0.704,0.0,125,2022-01-14,2022-07-15,2022-01-14,19.0
0.75,far0.05,persist,Russia--Ukraine,GOLD,TR,3.943034,-6.281309,10.224343,0.704,0.258065,125,2022-01-14,2022-07-15,2022-01-14,19.0
0.15,far0.05,defensive,Russia--Ukraine,GOLD,AT,-5.233588,-6.281309,1.047721,0.12,0.879032,125,2022-01-14,2022-07-15,2022-02-04,5.0
0.48,far0.05,first_alarm,Russia--Ukraine,GOLD,AT,-0.545005,-6.281309,5.736303,0.12,0.112903,125,2022-01-14,2022-07-15,2022-02-04,5.0
0.115,far0.05,persist,Russia--Ukraine,GOLD,AT,-5.613749,-6.281309,0.66756,0.12,0.862903,125,2022-01-14,2022-07-15,2022-02-04,5.0
0.0,far0.05,defensive,Russia--Ukraine,GOLD,EXP,-8.548837,-6.281309,-2.267528,0.088,0.91129,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.4175,far0.05,first_alarm,Russia--Ukraine,GOLD,EXP,-0.891822,-6.281309,5.389487,0.088,0.08871,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.0975,far0.05,persist,Russia--Ukraine,GOLD,EXP,-6.267336,-6.281309,0.013973,0.088,0.854839,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.0,far0.05,defensive,Russia--Ukraine,GOLD,ENST,-7.6864,-6.281309,-1.405091,0.016,0.983871,125,2022-01-14,2022-07-15,2022-02-11,0.0
0.6925,far0.05,first_alarm,Russia--Ukraine,GOLD,ENST,1.33774,-6.281309,7.619049,0.016,0.153226,125,2022-01-14,2022-07-15,2022-02-11,0.0
0.5,far0.05,persist,Russia--Ukraine,GOLD,ENST,-6.281309,-6.281309,0.0,0.016,1.0,125,2022-01-14,2022-07-15,2022-02-11,0.0
0.7275,far0.10,defensive,Russia--Ukraine,GOLD,IF,-4.503278,-6.281309,1.778031,0.048,0.951613,125,2022-01-14,2022-07-15,2022-04-04,-35.0
0.8825,far0.10,first_alarm,Russia--Ukraine,GOLD,IF,6.204236,-6.281309,12.485545,0.048,0.435484,125,2022-01-14,2022-07-15,2022-04-04,-35.0
0.805,far0.10,persist,Russia--Ukraine,GOLD,IF,-1.701312,-6.281309,4.579997,0.048,0.919355,125,2022-01-14,2022-07-15,2022-04-04,-35.0
0.5,far0.10,defensive,Russia--Ukraine,GOLD,OCS,-6.281309,-6.281309,0.0,0.0,1.0,125,2022-01-14,2022-07-15,,
0.5,far0.10,first_alarm,Russia--Ukraine,GOLD,OCS,-6.281309,-6.281309,0.0,0.0,1.0,125,2022-01-14,2022-07-15,,
0.5,far0.10,persist,Russia--Ukraine,GOLD,OCS,-6.281309,-6.281309,0.0,0.0,1.0,125,2022-01-14,2022-07-15,,
0.0,far0.10,defensive,Russia--Ukraine,GOLD,DSV,-7.779361,-6.281309,-1.498053,0.128,0.870968,125,2022-01-14,2022-07-15,2022-01-14,19.0
0.5,far0.10,first_alarm,Russia--Ukraine,GOLD,DSV,0.0,-6.281309,6.281309,0.128,0.0,125,2022-01-14,2022-07-15,2022-01-14,19.0
0.0925,far0.10,persist,Russia--Ukraine,GOLD,DSV,-7.473932,-6.281309,-1.192623,0.128,0.806452,125,2022-01-14,2022-07-15,2022-01-14,19.0
0.5,far0.10,defensive,Russia--Ukraine,GOLD,DAG,-6.281309,-6.281309,0.0,0.0,1.0,125,2022-01-14,2022-07-15,,
0.5,far0.10,first_alarm,Russia--Ukraine,GOLD,DAG,-6.281309,-6.281309,0.0,0.0,1.0,125,2022-01-14,2022-07-15,,
0.5,far0.10,persist,Russia--Ukraine,GOLD,DAG,-6.281309,-6.281309,0.0,0.0,1.0,125,2022-01-14,2022-07-15,,
0.165,far0.10,defensive,Russia--Ukraine,GOLD,OMNI,-7.048645,-6.281309,-0.767336,0.504,0.491935,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.4575,far0.10,first_alarm,Russia--Ukraine,GOLD,OMNI,-0.891822,-6.281309,5.389487,0.504,0.08871,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.38,far0.10,persist,Russia--Ukraine,GOLD,OMNI,-5.320034,-6.281309,0.961275,0.504,0.41129,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.9,far0.10,defensive,Russia--Ukraine,GOLD,USAD,-3.89316,-6.281309,2.388149,0.064,0.935484,125,2022-01-14,2022-07-15,2022-01-26,12.0
0.635,far0.10,first_alarm,Russia--Ukraine,GOLD,USAD,0.737684,-6.281309,7.018993,0.064,0.056452,125,2022-01-14,2022-07-15,2022-01-26,12.0
0.0,far0.10,persist,Russia--Ukraine,GOLD,USAD,-6.879387,-6.281309,-0.598078,0.064,0.895161,125,2022-01-14,2022-07-15,2022-01-26,12.0
0.74,far0.10,defensive,Russia--Ukraine,GOLD,TR,2.140299,-6.281309,8.421608,0.808,0.193548,125,2022-01-14,2022-07-15,2022-01-14,19.0
0.5,far0.10,first_alarm,Russia--Ukraine,GOLD,TR,0.0,-6.281309,6.281309,0.808,0.0,125,2022-01-14,2022-07-15,2022-01-14,19.0
0.225,far0.10,persist,Russia--Ukraine,GOLD,TR,-2.806184,-6.281309,3.475125,0.808,0.129032,125,2022-01-14,2022-07-15,2022-01-14,19.0
0.195,far0.10,defensive,Russia--Ukraine,GOLD,AT,-7.16081,-6.281309,-0.879501,0.208,0.790323,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.45,far0.10,first_alarm,Russia--Ukraine,GOLD,AT,-0.891822,-6.281309,5.389487,0.208,0.08871,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.1575,far0.10,persist,Russia--Ukraine,GOLD,AT,-9.184698,-6.281309,-2.903389,0.208,0.725806,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.0,far0.10,defensive,Russia--Ukraine,GOLD,EXP,-8.267075,-6.281309,-1.985767,0.112,0.887097,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.47,far0.10,first_alarm,Russia--Ukraine,GOLD,EXP,-0.891822,-6.281309,5.389487,0.112,0.08871,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.08,far0.10,persist,Russia--Ukraine,GOLD,EXP,-9.526553,-6.281309,-3.245244,0.112,0.798387,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.0,far0.10,defensive,Russia--Ukraine,GOLD,ENST,-10.17102,-6.281309,-3.889711,0.16,0.83871,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.415,far0.10,first_alarm,Russia--Ukraine,GOLD,ENST,-0.891822,-6.281309,5.389487,0.16,0.08871,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.1175,far0.10,persist,Russia--Ukraine,GOLD,ENST,-7.729266,-6.281309,-1.447957,0.16,0.790323,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.1475,far0.20,defensive,Russia--Ukraine,GOLD,IF,-5.613108,-6.281309,0.668201,0.16,0.83871,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.455,far0.20,first_alarm,Russia--Ukraine,GOLD,IF,-0.891822,-6.281309,5.389487,0.16,0.08871,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.155,far0.20,persist,Russia--Ukraine,GOLD,IF,-7.234031,-6.281309,-0.952722,0.16,0.806452,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.6275,far0.20,defensive,Russia--Ukraine,GOLD,OCS,-5.842304,-6.281309,0.439005,0.016,0.983871,125,2022-01-14,2022-07-15,2022-04-13,-42.0
0.985,far0.20,first_alarm,Russia--Ukraine,GOLD,OCS,9.055877,-6.281309,15.337186,0.016,0.491935,125,2022-01-14,2022-07-15,2022-04-13,-42.0
0.5,far0.20,persist,Russia--Ukraine,GOLD,OCS,-6.281309,-6.281309,0.0,0.016,1.0,125,2022-01-14,2022-07-15,2022-04-13,-42.0
0.27,far0.20,defensive,Russia--Ukraine,GOLD,DSV,-5.214355,-6.281309,1.066953,0.272,0.725806,125,2022-01-14,2022-07-15,2022-01-14,19.0
0.5,far0.20,first_alarm,Russia--Ukraine,GOLD,DSV,0.0,-6.281309,6.281309,0.272,0.0,125,2022-01-14,2022-07-15,2022-01-14,19.0
0.335,far0.20,persist,Russia--Ukraine,GOLD,DSV,-4.386778,-6.281309,1.894531,0.272,0.653226,125,2022-01-14,2022-07-15,2022-01-14,19.0
0.51,far0.20,defensive,Russia--Ukraine,GOLD,DAG,-5.825453,-6.281309,0.455856,0.024,0.975806,125,2022-01-14,2022-07-15,2022-02-03,6.0
0.4425,far0.20,first_alarm,Russia--Ukraine,GOLD,DAG,-0.743187,-6.281309,5.538121,0.024,0.104839,125,2022-01-14,2022-07-15,2022-02-03,6.0
0.5,far0.20,persist,Russia--Ukraine,GOLD,DAG,-6.281309,-6.281309,0.0,0.024,1.0,125,2022-01-14,2022-07-15,2022-02-03,6.0
0.26,far0.20,defensive,Russia--Ukraine,GOLD,OMNI,-6.274662,-6.281309,0.006647,0.56,0.435484,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.48,far0.20,first_alarm,Russia--Ukraine,GOLD,OMNI,-0.891822,-6.281309,5.389487,0.56,0.08871,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.5325,far0.20,persist,Russia--Ukraine,GOLD,OMNI,-3.412309,-6.281309,2.869,0.56,0.362903,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.7225,far0.20,defensive,Russia--Ukraine,GOLD,USAD,-3.013854,-6.281309,3.267455,0.096,0.903226,125,2022-01-14,2022-07-15,2022-01-26,12.0
0.6275,far0.20,first_alarm,Russia--Ukraine,GOLD,USAD,0.737684,-6.281309,7.018993,0.096,0.056452,125,2022-01-14,2022-07-15,2022-01-26,12.0
0.3,far0.20,persist,Russia--Ukraine,GOLD,USAD,-4.240754,-6.281309,2.040555,0.096,0.798387,125,2022-01-14,2022-07-15,2022-01-26,12.0
0.2275,far0.20,defensive,Russia--Ukraine,GOLD,TR,-2.090953,-6.281309,4.190356,0.944,0.056452,125,2022-01-14,2022-07-15,2022-01-14,19.0
0.5,far0.20,first_alarm,Russia--Ukraine,GOLD,TR,0.0,-6.281309,6.281309,0.944,0.0,125,2022-01-14,2022-07-15,2022-01-14,19.0
0.04,far0.20,persist,Russia--Ukraine,GOLD,TR,-2.958534,-6.281309,3.322775,0.944,0.024194,125,2022-01-14,2022-07-15,2022-01-14,19.0
0.21,far0.20,defensive,Russia--Ukraine,GOLD,AT,-6.966294,-6.281309,-0.684985,0.216,0.782258,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.4625,far0.20,first_alarm,Russia--Ukraine,GOLD,AT,-0.891822,-6.281309,5.389487,0.216,0.08871,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.1675,far0.20,persist,Russia--Ukraine,GOLD,AT,-9.184698,-6.281309,-2.903389,0.216,0.725806,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.215,far0.20,defensive,Russia--Ukraine,GOLD,EXP,-5.173488,-6.281309,1.107821,0.16,0.83871,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.4525,far0.20,first_alarm,Russia--Ukraine,GOLD,EXP,-0.891822,-6.281309,5.389487,0.16,0.08871,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.1575,far0.20,persist,Russia--Ukraine,GOLD,EXP,-9.37955,-6.281309,-3.098241,0.16,0.725806,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.2775,far0.20,defensive,Russia--Ukraine,GOLD,ENST,-4.273999,-6.281309,2.00731,0.232,0.766129,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.465,far0.20,first_alarm,Russia--Ukraine,GOLD,ENST,-0.891822,-6.281309,5.389487,0.232,0.08871,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.4825,far0.20,persist,Russia--Ukraine,GOLD,ENST,-2.000143,-6.281309,4.281166,0.232,0.653226,125,2022-01-14,2022-07-15,2022-02-01,8.0
0.66,as reported,defensive,Russia--Ukraine,EURUSD,IF,-11.834333,-12.310629,0.476296,0.015385,0.984496,130,2022-01-13,2022-07-13,2022-04-11,-41.0
0.4775,as reported,first_alarm,Russia--Ukraine,EURUSD,IF,-4.86557,-12.310629,7.445059,0.015385,0.48062,130,2022-01-13,2022-07-13,2022-04-11,-41.0
0.1525,as reported,persist,Russia--Ukraine,EURUSD,IF,-11.528451,-12.310629,0.782177,0.015385,0.96124,130,2022-01-13,2022-07-13,2022-04-11,-41.0
0.235,as reported,defensive,Russia--Ukraine,EURUSD,OCS,-9.4779,-12.310629,2.832729,0.153846,0.844961,130,2022-01-13,2022-07-13,2022-02-10,1.0
0.7175,as reported,first_alarm,Russia--Ukraine,EURUSD,OCS,-0.175902,-12.310629,12.134727,0.153846,0.155039,130,2022-01-13,2022-07-13,2022-02-10,1.0
0.175,as reported,persist,Russia--Ukraine,EURUSD,OCS,-8.373119,-12.310629,3.93751,0.153846,0.728682,130,2022-01-13,2022-07-13,2022-02-10,1.0
0.7875,as reported,defensive,Russia--Ukraine,EURUSD,DSV,-5.541392,-12.310629,6.769237,0.269231,0.728682,130,2022-01-13,2022-07-13,2022-01-14,20.0
0.645,as reported,first_alarm,Russia--Ukraine,EURUSD,DSV,0.135185,-12.310629,12.445814,0.269231,0.007752,130,2022-01-13,2022-07-13,2022-01-14,20.0
0.8775,as reported,persist,Russia--Ukraine,EURUSD,DSV,-4.368778,-12.310629,7.941851,0.269231,0.565891,130,2022-01-13,2022-07-13,2022-01-14,20.0
0.0,as reported,defensive,Russia--Ukraine,EURUSD,DAG,-11.54306,-12.310629,0.767569,0.084615,0.914729,130,2022-01-13,2022-07-13,2022-01-13,21.0
0.5,as reported,first_alarm,Russia--Ukraine,EURUSD,DAG,0.0,-12.310629,12.310629,0.084615,0.0,130,2022-01-13,2022-07-13,2022-01-13,21.0
0.0,as reported,persist,Russia--Ukraine,EURUSD,DAG,-14.909181,-12.310629,-2.598552,0.084615,0.899225,130,2022-01-13,2022-07-13,2022-01-13,21.0
0.0,as reported,defensive,Russia--Ukraine,EURUSD,OMNI,-11.456015,-12.310629,0.854614,0.076923,0.922481,130,2022-01-13,2022-07-13,2022-04-11,-41.0
0.44,as reported,first_alarm,Russia--Ukraine,EURUSD,OMNI,-4.86557,-12.310629,7.445059,0.076923,0.48062,130,2022-01-13,2022-07-13,2022-04-11,-41.0
0.2525,as reported,persist,Russia--Ukraine,EURUSD,OMNI,-9.259188,-12.310629,3.051441,0.076923,0.875969,130,2022-01-13,2022-07-13,2022-04-11,-41.0
0.0,as reported,defensive,Russia--Ukraine,EURUSD,USAD,-14.423297,-12.310629,-2.112669,0.069231,0.930233,130,2022-01-13,2022-07-13,2022-01-28,10.0
0.18,as reported,first_alarm,Russia--Ukraine,EURUSD,USAD,-2.574967,-12.310629,9.735662,0.069231,0.085271,130,2022-01-13,2022-07-13,2022-01-28,10.0
0.0,as reported,persist,Russia--Ukraine,EURUSD,USAD,-14.241767,-12.310629,-1.931138,0.069231,0.883721,130,2022-01-13,2022-07-13,2022-01-28,10.0
0.4825,as reported,defensive,Russia--Ukraine,EURUSD,TR,-12.254306,-12.310629,0.056322,0.007692,0.992248,130,2022-01-13,2022-07-13,2022-04-11,-41.0
0.4575,as reported,first_alarm,Russia--Ukraine,EURUSD,TR,-4.86557,-12.310629,7.445059,0.007692,0.48062,130,2022-01-13,2022-07-13,2022-04-11,-41.0
0.5,as reported,persist,Russia--Ukraine,EURUSD,TR,-12.310629,-12.310629,0.0,0.007692,1.0,130,2022-01-13,2022-07-13,2022-04-11,-41.0
0.95,as reported,defensive,Russia--Ukraine,EURUSD,AT,-3.425512,-12.310629,8.885117,0.392308,0.604651,130,2022-01-13,2022-07-13,2022-01-13,21.0
0.5,as reported,first_alarm,Russia--Ukraine,EURUSD,AT,0.0,-12.310629,12.310629,0.392308,0.0,130,2022-01-13,2022-07-13,2022-01-13,21.0
1.0,as reported,persist,Russia--Ukraine,EURUSD,AT,-0.375164,-12.310629,11.935465,0.392308,0.449612,130,2022-01-13,2022-07-13,2022-01-13,21.0
0.7675,as reported,defensive,Russia--Ukraine,EURUSD,EXP,-5.859539,-12.310629,6.45109,0.261538,0.736434,130,2022-01-13,2022-07-13,2022-01-20,16.0
0.3275,as reported,first_alarm,Russia--Ukraine,EURUSD,EXP,-0.858694,-12.310629,11.451935,0.261538,0.03876,130,2022-01-13,2022-07-13,2022-01-20,16.0
0.4225,as reported,persist,Russia--Ukraine,EURUSD,EXP,-6.778912,-12.310629,5.531717,0.261538,0.643411,130,2022-01-13,2022-07-13,2022-01-20,16.0
0.3525,as reported,defensive,Russia--Ukraine,EURUSD,ENST,-6.667391,-12.310629,5.643238,0.384615,0.612403,130,2022-01-13,2022-07-13,2022-01-13,21.0
0.5,as reported,first_alarm,Russia--Ukraine,EURUSD,ENST,0.0,-12.310629,12.310629,0.384615,0.0,130,2022-01-13,2022-07-13,2022-01-13,21.0
1.0,as reported,persist,Russia--Ukraine,EURUSD,ENST,-0.859244,-12.310629,11.451385,0.384615,0.496124,130,2022-01-13,2022-07-13,2022-01-13,21.0
0.5,far0.05,defensive,Russia--Ukraine,EURUSD,IF,-12.310629,-12.310629,0.0,0.0,1.0,130,2022-01-13,2022-07-13,,
0.5,far0.05,first_alarm,Russia--Ukraine,EURUSD,IF,-12.310629,-12.310629,0.0,0.0,1.0,130,2022-01-13,2022-07-13,,
0.5,far0.05,persist,Russia--Ukraine,EURUSD,IF,-12.310629,-12.310629,0.0,0.0,1.0,130,2022-01-13,2022-07-13,,
0.5,far0.05,defensive,Russia--Ukraine,EURUSD,OCS,-12.310629,-12.310629,0.0,0.0,1.0,130,2022-01-13,2022-07-13,,
0.5,far0.05,first_alarm,Russia--Ukraine,EURUSD,OCS,-12.310629,-12.310629,0.0,0.0,1.0,130,2022-01-13,2022-07-13,,
0.5,far0.05,persist,Russia--Ukraine,EURUSD,OCS,-12.310629,-12.310629,0.0,0.0,1.0,130,2022-01-13,2022-07-13,,
0.97,far0.05,defensive,Russia--Ukraine,EURUSD,DSV,-3.454408,-12.310629,8.856221,0.461538,0.534884,130,2022-01-13,2022-07-13,2022-01-14,20.0
0.6775,far0.05,first_alarm,Russia--Ukraine,EURUSD,DSV,0.135185,-12.310629,12.445814,0.461538,0.007752,130,2022-01-13,2022-07-13,2022-01-14,20.0
1.0,far0.05,persist,Russia--Ukraine,EURUSD,DSV,0.849517,-12.310629,13.160145,0.461538,0.364341,130,2022-01-13,2022-07-13,2022-01-14,20.0
0.5,far0.05,defensive,Russia--Ukraine,EURUSD,DAG,-12.310629,-12.310629,0.0,0.0,1.0,130,2022-01-13,2022-07-13,,
0.5,far0.05,first_alarm,Russia--Ukraine,EURUSD,DAG,-12.310629,-12.310629,0.0,0.0,1.0,130,2022-01-13,2022-07-13,,
0.5,far0.05,persist,Russia--Ukraine,EURUSD,DAG,-12.310629,-12.310629,0.0,0.0,1.0,130,2022-01-13,2022-07-13,,
0.0475,far0.05,defensive,Russia--Ukraine,EURUSD,OMNI,-12.378255,-12.310629,-0.067626,0.130769,0.868217,130,2022-01-13,2022-07-13,2022-04-08,-40.0
0.415,far0.05,first_alarm,Russia--Ukraine,EURUSD,OMNI,-5.041295,-12.310629,7.269334,0.130769,0.472868,130,2022-01-13,2022-07-13,2022-04-08,-40.0
0.405,far0.05,persist,Russia--Ukraine,EURUSD,OMNI,-8.587131,-12.310629,3.723498,0.130769,0.813953,130,2022-01-13,2022-07-13,2022-04-08,-40.0
0.0,far0.05,defensive,Russia--Ukraine,EURUSD,USAD,-13.320272,-12.310629,-1.009643,0.092308,0.906977,130,2022-01-13,2022-07-13,2022-01-28,10.0
0.175,far0.05,first_alarm,Russia--Ukraine,EURUSD,USAD,-2.574967,-12.310629,9.735662,0.092308,0.085271,130,2022-01-13,2022-07-13,2022-01-28,10.0
0.0,far0.05,persist,Russia--Ukraine,EURUSD,USAD,-13.316641,-12.310629,-1.006012,0.092308,0.860465,130,2022-01-13,2022-07-13,2022-01-28,10.0
0.7125,far0.05,defensive,Russia--Ukraine,EURUSD,TR,-0.172885,-12.310629,12.137744,0.892308,0.100775,130,2022-01-13,2022-07-13,2022-01-13,21.0
0.5,far0.05,first_alarm,Russia--Ukraine,EURUSD,TR,0.0,-12.310629,12.310629,0.892308,0.0,130,2022-01-13,2022-07-13,2022-01-13,21.0
0.9525,far0.05,persist,Russia--Ukraine,EURUSD,TR,1.478408,-12.310629,13.789037,0.892308,0.031008,130,2022-01-13,2022-07-13,2022-01-13,21.0
0.1075,far0.05,defensive,Russia--Ukraine,EURUSD,AT,-9.83037,-12.310629,2.480259,0.115385,0.883721,130,2022-01-13,2022-07-13,2022-01-13,21.0
0.5,far0.05,first_alarm,Russia--Ukraine,EURUSD,AT,0.0,-12.310629,12.310629,0.115385,0.0,130,2022-01-13,2022-07-13,2022-01-13,21.0
0.0275,far0.05,persist,Russia--Ukraine,EURUSD,AT,-10.511413,-12.310629,1.799215,0.115385,0.75969,130,2022-01-13,2022-07-13,2022-01-13,21.0
0.0,far0.05,defensive,Russia--Ukraine,EURUSD,EXP,-11.52709,-12.310629,0.783539,0.092308,0.906977,130,2022-01-13,2022-07-13,2022-02-08,3.0
0.7625,far0.05,first_alarm,Russia--Ukraine,EURUSD,EXP,0.01144,-12.310629,12.322069,0.092308,0.139535,130,2022-01-13,2022-07-13,2022-02-08,3.0
0.155,far0.05,persist,Russia--Ukraine,EURUSD,EXP,-10.741559,-12.310629,1.569069,0.092308,0.860465,130,2022-01-13,2022-07-13,2022-02-08,3.0
0.67,far0.05,defensive,Russia--Ukraine,EURUSD,ENST,-10.89573,-12.310629,1.414899,0.038462,0.96124,130,2022-01-13,2022-07-13,2022-04-11,-41.0
0.495,far0.05,first_alarm,Russia--Ukraine,EURUSD,ENST,-4.86557,-12.310629,7.445059,0.038462,0.48062,130,2022-01-13,2022-07-13,2022-04-11,-41.0
0.0,far0.05,persist,Russia--Ukraine,EURUSD,ENST,-11.767879,-12.310629,0.54275,0.038462,0.930233,130,2022-01-13,2022-07-13,2022-04-11,-41.0
0.27,far0.10,defensive,Russia--Ukraine,EURUSD,IF,-11.997186,-12.310629,0.313443,0.023077,0.976744,130,2022-01-13,2022-07-13,2022-04-08,-40.0
0.465,far0.10,first_alarm,Russia--Ukraine,EURUSD,IF,-5.041295,-12.310629,7.269334,0.023077,0.472868,130,2022-01-13,2022-07-13,2022-04-08,-40.0
0.0,far0.10,persist,Russia--Ukraine,EURUSD,IF,-11.471627,-12.310629,0.839002,0.023077,0.953488,130,2022-01-13,2022-07-13,2022-04-08,-40.0
1.0,far0.10,defensive,Russia--Ukraine,EURUSD,OCS,-11.890925,-12.310629,0.419704,0.007692,0.992248,130,2022-01-13,2022-07-13,2022-04-12,-42.0
0.4925,far0.10,first_alarm,Russia--Ukraine,EURUSD,OCS,-4.926635,-12.310629,7.383993,0.007692,0.488372,130,2022-01-13,2022-07-13,2022-04-12,-42.0
0.5,far0.10,persist,Russia--Ukraine,EURUSD,OCS,-12.310629,-12.310629,0.0,0.007692,1.0,130,2022-01-13,2022-07-13,2022-04-12,-42.0
0.9575,far0.10,defensive,Russia--Ukraine,EURUSD,DSV,-1.820551,-12.310629,10.490078,0.523077,0.472868,130,2022-01-13,2022-07-13,2022-01-14,20.0
0.655,far0.10,first_alarm,Russia--Ukraine,EURUSD,DSV,0.135185,-12.310629,12.445814,0.523077,0.007752,130,2022-01-13,2022-07-13,2022-01-14,20.0
1.0,far0.10,persist,Russia--Ukraine,EURUSD,DSV,2.048944,-12.310629,14.359573,0.523077,0.310078,130,2022-01-13,2022-07-13,2022-01-14,20.0
0.4675,far0.10,defensive,Russia--Ukraine,EURUSD,DAG,-11.407002,-12.310629,0.903627,0.030769,0.968992,130,2022-01-13,2022-07-13,2022-01-28,10.0
0.215,far0.10,first_alarm,Russia--Ukraine,EURUSD,DAG,-2.574967,-12.310629,9.735662,0.030769,0.085271,130,2022-01-13,2022-07-13,2022-01-28,10.0
0.0,far0.10,persist,Russia--Ukraine,EURUSD,DAG,-11.977855,-12.310629,0.332774,0.030769,0.96124,130,2022-01-13,2022-07-13,2022-01-28,10.0
0.0,far0.10,defensive,Russia--Ukraine,EURUSD,OMNI,-12.233536,-12.310629,0.077092,0.261538,0.736434,130,2022-01-13,2022-07-13,2022-02-14,-1.0
0.665,far0.10,first_alarm,Russia--Ukraine,EURUSD,OMNI,-0.669403,-12.310629,11.641225,0.261538,0.170543,130,2022-01-13,2022-07-13,2022-02-14,-1.0
0.5475,far0.10,persist,Russia--Ukraine,EURUSD,OMNI,-5.875493,-12.310629,6.435136,0.261538,0.573643,130,2022-01-13,2022-07-13,2022-02-14,-1.0
0.0,far0.10,defensive,Russia--Ukraine,EURUSD,USAD,-13.437122,-12.310629,-1.126493,0.115385,0.883721,130,2022-01-13,2022-07-13,2022-01-28,10.0
