episode,asset,method,mapping,n_windows,n_positive,n_negative,prevalence,auc,pr_auc,pr_auc_random,rank_metrics_valid,shipped_TP,shipped_FP,shipped_FN,shipped_TN,shipped_precision,shipped_recall,shipped_f1,shipped_balanced_acc,shipped_accuracy,shipped_fpr,far_tau,far_control,matched_TP,matched_FP,matched_FN,matched_TN,matched_precision,matched_recall,matched_f1,matched_balanced_acc,matched_accuracy,matched_fpr
COVID-19,USOIL,anomaly_transformer,exponential,146,73,73,0.5,0.891,0.9063,0.5,True,24,1,49,72,0.96,0.3288,0.4898,0.6575,0.6575,0.0137,0.011,0.0938,9.0,0.0,64.0,73.0,1.0,0.1233,0.2195,0.5616,0.5616,0.0
COVID-19,GOLD,anomaly_transformer,exponential,146,73,73,0.5,0.7979,0.8387,0.5,True,28,0,45,73,1.0,0.3836,0.5545,0.6918,0.6918,0.0,0.0016,0.0938,28.0,1.0,45.0,72.0,0.9655,0.3836,0.549,0.6849,0.6849,0.0137
COVID-19,EURUSD,anomaly_transformer,exponential,152,74,78,0.4868,0.6878,0.7031,0.4868,True,32,10,42,68,0.7619,0.4324,0.5517,0.6521,0.6579,0.1282,0.0033,0.0985,20.0,4.0,54.0,74.0,0.8333,0.2703,0.4082,0.6095,0.6184,0.0513
COVID-19,USOIL,autoencoder,exponential,146,73,73,0.5,0.4509,0.4489,0.5,True,25,31,48,42,0.4464,0.3425,0.3876,0.4589,0.4589,0.4247,0.3026,0.0938,0.0,0.0,73.0,73.0,,0.0,,0.5,0.5,0.0
COVID-19,GOLD,autoencoder,exponential,146,73,73,0.5,0.7825,0.762,0.5,True,54,22,19,51,0.7105,0.7397,0.7248,0.7192,0.7192,0.3014,,,,,,,,,,,,
COVID-19,EURUSD,autoencoder,exponential,152,74,78,0.4868,0.6549,0.5891,0.4868,True,34,24,40,54,0.5862,0.4595,0.5152,0.5759,0.5789,0.3077,,,,,,,,,,,,
COVID-19,USOIL,cnn_autoencoder,exponential,146,73,73,0.5,0.3612,0.4009,0.5,True,0,4,73,69,0.0,0.0,,0.4726,0.4726,0.0548,0.0295,0.0938,0.0,0.0,73.0,73.0,,0.0,,0.5,0.5,0.0
COVID-19,GOLD,cnn_autoencoder,exponential,146,73,73,0.5,0.7377,0.6484,0.5,True,10,13,63,60,0.4348,0.137,0.2083,0.4795,0.4795,0.1781,,,,,,,,,,,,
COVID-19,EURUSD,cnn_autoencoder,exponential,152,74,78,0.4868,0.593,0.563,0.4868,True,6,3,68,75,0.6667,0.0811,0.1446,0.5213,0.5329,0.0385,,,,,,,,,,,,
COVID-19,USOIL,dagmm,exponential,146,73,73,0.5,0.8831,0.9087,0.5,True,40,1,33,72,0.9756,0.5479,0.7018,0.7671,0.7671,0.0137,10.8457,0.0938,8.0,0.0,65.0,73.0,1.0,0.1096,0.1975,0.5548,0.5548,0.0
COVID-19,GOLD,dagmm,exponential,146,73,73,0.5,0.419,0.5438,0.5,True,5,0,68,73,1.0,0.0685,0.1282,0.5342,0.5342,0.0,2.6027,0.0938,0.0,0.0,73.0,73.0,,0.0,,0.5,0.5,0.0
COVID-19,EURUSD,dagmm,exponential,152,74,78,0.4868,0.3638,0.3939,0.4868,True,10,28,64,50,0.2632,0.1351,0.1786,0.3881,0.3947,0.359,1.7849,0.0985,3.0,22.0,71.0,56.0,0.12,0.0405,0.0606,0.3792,0.3882,0.2821
COVID-19,USOIL,deep_svdd,exponential,146,73,73,0.5,0.4629,0.4596,0.5,True,14,16,59,57,0.4667,0.1918,0.2718,0.4863,0.4863,0.2192,0.001,0.0938,19.0,27.0,54.0,46.0,0.413,0.2603,0.3193,0.4452,0.4452,0.3699
COVID-19,GOLD,deep_svdd,exponential,146,73,73,0.5,0.7504,0.6808,0.5,True,38,17,35,56,0.6909,0.5205,0.5938,0.6438,0.6438,0.2329,0.0008,0.0938,36.0,16.0,37.0,57.0,0.6923,0.4932,0.576,0.637,0.637,0.2192
COVID-19,EURUSD,deep_svdd,exponential,152,74,78,0.4868,0.6175,0.5612,0.4868,True,17,14,57,64,0.5484,0.2297,0.3238,0.5251,0.5329,0.1795,0.0005,0.0985,29.0,24.0,45.0,54.0,0.5472,0.3919,0.4567,0.5421,0.5461,0.3077
COVID-19,USOIL,hybrid2,arccosh,146,73,73,0.5,0.7819,0.811,0.5,True,25,1,48,72,0.9615,0.3425,0.5051,0.6644,0.6644,0.0137,0.0452,0.0938,0.0,0.0,73.0,73.0,,0.0,,0.5,0.5,0.0
COVID-19,GOLD,hybrid2,arccosh,146,73,73,0.5,0.6892,0.6052,0.5,True,15,10,58,63,0.6,0.2055,0.3061,0.5342,0.5342,0.137,0.1531,0.0938,0.0,0.0,73.0,73.0,,0.0,,0.5,0.5,0.0
COVID-19,EURUSD,hybrid2,arccosh,152,74,78,0.4868,0.5968,0.5641,0.4868,True,13,8,61,70,0.619,0.1757,0.2737,0.5366,0.5461,0.1026,0.024,0.0985,7.0,6.0,67.0,72.0,0.5385,0.0946,0.1609,0.5088,0.5197,0.0769
COVID-19,USOIL,hybrid2,arctan,146,73,73,0.5,0.7157,0.7676,0.5,True,31,3,42,70,0.9118,0.4247,0.5794,0.6918,0.6918,0.0411,0.0148,0.0938,31.0,3.0,42.0,70.0,0.9118,0.4247,0.5794,0.6918,0.6918,0.0411
COVID-19,GOLD,hybrid2,arctan,146,73,73,0.5,0.7275,0.644,0.5,True,20,15,53,58,0.5714,0.274,0.3704,0.5342,0.5342,0.2055,0.0144,0.0938,24.0,16.0,49.0,57.0,0.6,0.3288,0.4248,0.5548,0.5548,0.2192
COVID-19,EURUSD,hybrid2,arctan,152,74,78,0.4868,0.5036,0.5145,0.4868,True,1,1,73,77,0.5,0.0135,0.0263,0.5003,0.5132,0.0128,0.0104,0.0985,5.0,2.0,69.0,76.0,0.7143,0.0676,0.1235,0.521,0.5329,0.0256
COVID-19,USOIL,hybrid2,cosine,146,73,73,0.5,0.73,0.7957,0.5,True,36,6,37,67,0.8571,0.4932,0.6261,0.7055,0.7055,0.0822,0.131,0.0938,28.0,0.0,45.0,73.0,1.0,0.3836,0.5545,0.6918,0.6918,0.0
COVID-19,GOLD,hybrid2,cosine,146,73,73,0.5,0.8429,0.8275,0.5,True,31,8,42,65,0.7949,0.4247,0.5536,0.6575,0.6575,0.1096,0.1673,0.0938,12.0,0.0,61.0,73.0,1.0,0.1644,0.2824,0.5822,0.5822,0.0
COVID-19,EURUSD,hybrid2,cosine,152,74,78,0.4868,0.6476,0.5747,0.4868,True,15,10,59,68,0.6,0.2027,0.303,0.5372,0.5461,0.1282,0.1596,0.0985,0.0,1.0,74.0,77.0,0.0,0.0,,0.4936,0.5066,0.0128
COVID-19,USOIL,hybrid2,exponential,146,73,73,0.5,0.2229,0.3551,0.5,True,0,7,73,66,0.0,0.0,,0.4521,0.4521,0.0959,0.3991,0.0938,0.0,0.0,73.0,73.0,,0.0,,0.5,0.5,0.0
COVID-19,GOLD,hybrid2,exponential,146,73,73,0.5,0.7549,0.748,0.5,True,33,14,40,59,0.7021,0.4521,0.55,0.6301,0.6301,0.1918,0.2309,0.0938,22.0,10.0,51.0,63.0,0.6875,0.3014,0.419,0.5822,0.5822,0.137
COVID-19,EURUSD,hybrid2,exponential,152,74,78,0.4868,0.5561,0.4905,0.4868,True,9,12,65,66,0.4286,0.1216,0.1895,0.4839,0.4934,0.1538,0.2059,0.0985,34.0,36.0,40.0,42.0,0.4857,0.4595,0.4722,0.499,0.5,0.4615
COVID-19,USOIL,isolation_forest,exponential,146,73,73,0.5,0.8865,0.9081,0.5,True,37,1,36,72,0.9737,0.5068,0.6667,0.7466,0.7466,0.0137,0.6305,0.0938,1.0,0.0,72.0,73.0,1.0,0.0137,0.027,0.5068,0.5068,0.0
COVID-19,GOLD,isolation_forest,exponential,146,73,73,0.5,0.7759,0.794,0.5,True,7,0,66,73,1.0,0.0959,0.175,0.5479,0.5479,0.0,0.573,0.0938,5.0,0.0,68.0,73.0,1.0,0.0685,0.1282,0.5342,0.5342,0.0
COVID-19,EURUSD,isolation_forest,exponential,152,74,78,0.4868,0.5856,0.5463,0.4868,True,15,13,59,65,0.5357,0.2027,0.2941,0.518,0.5263,0.1667,0.5505,0.0985,15.0,12.0,59.0,66.0,0.5556,0.2027,0.297,0.5244,0.5329,0.1538
COVID-19,USOIL,omnianomaly,exponential,146,73,73,0.5,0.7339,0.8092,0.5,True,8,0,65,73,1.0,0.1096,0.1975,0.5548,0.5548,0.0,0.3659,0.0938,36.0,2.0,37.0,71.0,0.9474,0.4932,0.6486,0.7329,0.7329,0.0274
COVID-19,GOLD,omnianomaly,exponential,146,73,73,0.5,0.7011,0.697,0.5,True,7,3,66,70,0.7,0.0959,0.1687,0.5274,0.5274,0.0411,0.2712,0.0938,56.0,38.0,17.0,35.0,0.5957,0.7671,0.6707,0.6233,0.6233,0.5205
COVID-19,EURUSD,omnianomaly,exponential,152,74,78,0.4868,0.4737,0.4365,0.4868,True,4,23,70,55,0.1481,0.0541,0.0792,0.3796,0.3882,0.2949,0.3534,0.0985,36.0,33.0,38.0,45.0,0.5217,0.4865,0.5035,0.5317,0.5329,0.4231
COVID-19,USOIL,one_class_svm,exponential,146,73,73,0.5,0.511,0.6545,0.5,True,18,1,55,72,0.9474,0.2466,0.3913,0.6164,0.6164,0.0137,1.9226,0.0938,0.0,0.0,73.0,73.0,,0.0,,0.5,0.5,0.0
COVID-19,GOLD,one_class_svm,exponential,146,73,73,0.5,0.809,0.8513,0.5,True,31,0,42,73,1.0,0.4247,0.5962,0.7123,0.7123,0.0,0.2057,0.0938,21.0,0.0,52.0,73.0,1.0,0.2877,0.4468,0.6438,0.6438,0.0
COVID-19,EURUSD,one_class_svm,exponential,152,74,78,0.4868,0.4588,0.4558,0.4868,True,17,25,57,53,0.4048,0.2297,0.2931,0.4546,0.4605,0.3205,0.464,0.0985,5.0,10.0,69.0,68.0,0.3333,0.0676,0.1124,0.4697,0.4803,0.1282
COVID-19,USOIL,standalone_fanogan,arccosh,146,73,73,0.5,0.7819,0.811,0.5,True,25,1,48,72,0.9615,0.3425,0.5051,0.6644,0.6644,0.0137,0.0452,0.0938,0.0,0.0,73.0,73.0,,0.0,,0.5,0.5,0.0
COVID-19,GOLD,standalone_fanogan,arccosh,146,73,73,0.5,0.6892,0.6052,0.5,True,14,10,59,63,0.5833,0.1918,0.2887,0.5274,0.5274,0.137,0.1531,0.0938,0.0,0.0,73.0,73.0,,0.0,,0.5,0.5,0.0
COVID-19,EURUSD,standalone_fanogan,arccosh,152,74,78,0.4868,0.5968,0.5641,0.4868,True,13,8,61,70,0.619,0.1757,0.2737,0.5366,0.5461,0.1026,0.024,0.0985,7.0,6.0,67.0,72.0,0.5385,0.0946,0.1609,0.5088,0.5197,0.0769
COVID-19,USOIL,standalone_fanogan,arctan,146,73,73,0.5,0.7157,0.7676,0.5,True,31,3,42,70,0.9118,0.4247,0.5794,0.6918,0.6918,0.0411,0.0148,0.0938,31.0,3.0,42.0,70.0,0.9118,0.4247,0.5794,0.6918,0.6918,0.0411
COVID-19,GOLD,standalone_fanogan,arctan,146,73,73,0.5,0.7275,0.644,0.5,True,20,15,53,58,0.5714,0.274,0.3704,0.5342,0.5342,0.2055,0.0144,0.0938,24.0,16.0,49.0,57.0,0.6,0.3288,0.4248,0.5548,0.5548,0.2192
COVID-19,EURUSD,standalone_fanogan,arctan,152,74,78,0.4868,0.5036,0.5145,0.4868,True,1,1,73,77,0.5,0.0135,0.0263,0.5003,0.5132,0.0128,0.0104,0.0985,5.0,2.0,69.0,76.0,0.7143,0.0676,0.1235,0.521,0.5329,0.0256
COVID-19,USOIL,standalone_fanogan,cosine,146,73,73,0.5,0.73,0.7957,0.5,True,36,5,37,68,0.878,0.4932,0.6316,0.7123,0.7123,0.0685,0.131,0.0938,28.0,0.0,45.0,73.0,1.0,0.3836,0.5545,0.6918,0.6918,0.0
COVID-19,GOLD,standalone_fanogan,cosine,146,73,73,0.5,0.8429,0.8275,0.5,True,31,7,42,66,0.8158,0.4247,0.5586,0.6644,0.6644,0.0959,0.1673,0.0938,12.0,0.0,61.0,73.0,1.0,0.1644,0.2824,0.5822,0.5822,0.0
COVID-19,EURUSD,standalone_fanogan,cosine,152,74,78,0.4868,0.6476,0.5747,0.4868,True,15,10,59,68,0.6,0.2027,0.303,0.5372,0.5461,0.1282,0.1596,0.0985,0.0,1.0,74.0,77.0,0.0,0.0,,0.4936,0.5066,0.0128
COVID-19,USOIL,standalone_fanogan,exponential,146,73,73,0.5,0.2229,0.3551,0.5,True,0,6,73,67,0.0,0.0,,0.4589,0.4589,0.0822,0.3991,0.0938,0.0,0.0,73.0,73.0,,0.0,,0.5,0.5,0.0
COVID-19,GOLD,standalone_fanogan,exponential,146,73,73,0.5,0.7549,0.748,0.5,True,33,14,40,59,0.7021,0.4521,0.55,0.6301,0.6301,0.1918,0.2309,0.0938,22.0,10.0,51.0,63.0,0.6875,0.3014,0.419,0.5822,0.5822,0.137
COVID-19,EURUSD,standalone_fanogan,exponential,152,74,78,0.4868,0.5561,0.4905,0.4868,True,9,12,65,66,0.4286,0.1216,0.1895,0.4839,0.4934,0.1538,0.2059,0.0985,34.0,36.0,40.0,42.0,0.4857,0.4595,0.4722,0.499,0.5,0.4615
COVID-19,USOIL,tranad,exponential,146,73,73,0.5,0.3963,0.4111,0.5,True,0,1,73,72,0.0,0.0,,0.4932,0.4932,0.0137,0.0344,0.0938,73.0,65.0,0.0,8.0,0.529,1.0,0.6919,0.5548,0.5548,0.8904
COVID-19,GOLD,tranad,exponential,146,73,73,0.5,0.8131,0.7914,0.5,True,14,1,59,72,0.9333,0.1918,0.3182,0.589,0.589,0.0137,0.034,0.0938,73.0,64.0,0.0,9.0,0.5328,1.0,0.6952,0.5616,0.5616,0.8767
COVID-19,EURUSD,tranad,exponential,152,74,78,0.4868,0.6902,0.6599,0.4868,True,11,3,63,75,0.7857,0.1486,0.25,0.5551,0.5658,0.0385,0.0271,0.0985,74.0,78.0,0.0,0.0,0.4868,1.0,0.6549,0.5,0.4868,1.0
COVID-19,USOIL,usad,exponential,146,73,73,0.5,0.0691,0.3299,0.5,True,1,6,72,67,0.1429,0.0137,0.025,0.4658,0.4658,0.0822,1.6823,0.0938,1.0,0.0,72.0,73.0,1.0,0.0137,0.027,0.5068,0.5068,0.0
COVID-19,GOLD,usad,exponential,146,73,73,0.5,0.5046,0.4994,0.5,True,3,6,70,67,0.3333,0.0411,0.0732,0.4795,0.4795,0.0822,1.5027,0.0938,10.0,13.0,63.0,60.0,0.4348,0.137,0.2083,0.4795,0.4795,0.1781
COVID-19,EURUSD,usad,exponential,152,74,78,0.4868,0.435,0.4233,0.4868,True,0,3,74,75,0.0,0.0,,0.4808,0.4934,0.0385,1.5211,0.0985,0.0,5.0,74.0,73.0,0.0,0.0,,0.4679,0.4803,0.0641
COVID-19,USOIL,vae,exponential,146,73,73,0.5,0.7789,0.8289,0.5,True,20,1,53,72,0.9524,0.274,0.4255,0.6301,0.6301,0.0137,0.6237,0.0938,8.0,0.0,65.0,73.0,1.0,0.1096,0.1975,0.5548,0.5548,0.0
COVID-19,GOLD,vae,exponential,146,73,73,0.5,0.8418,0.8411,0.5,True,2,0,71,73,1.0,0.0274,0.0533,0.5137,0.5137,0.0,,,,,,,,,,,,
COVID-19,EURUSD,vae,exponential,152,74,78,0.4868,0.645,0.632,0.4868,True,10,2,64,76,0.8333,0.1351,0.2326,0.5547,0.5658,0.0256,,,,,,,,,,,,
Russia-Ukraine,USOIL,anomaly_transformer,exponential,125,65,60,0.52,0.8733,0.924,0.52,True,49,0,16,60,1.0,0.7538,0.8596,0.8769,0.872,0.0,0.011,0.0938,2.0,0.0,63.0,60.0,1.0,0.0308,0.0597,0.5154,0.496,0.0
Russia-Ukraine,GOLD,anomaly_transformer,exponential,125,65,60,0.52,0.6444,0.6846,0.52,True,18,9,47,51,0.6667,0.2769,0.3913,0.5635,0.552,0.15,0.0016,0.0938,16.0,7.0,49.0,53.0,0.6957,0.2462,0.3636,0.5647,0.552,0.1167
Russia-Ukraine,EURUSD,anomaly_transformer,exponential,130,66,64,0.5077,0.5154,0.5166,0.5077,True,29,22,37,42,0.5686,0.4394,0.4957,0.5478,0.5462,0.3438,0.0033,0.0985,12.0,15.0,54.0,49.0,0.4444,0.1818,0.2581,0.4737,0.4692,0.2344
Russia-Ukraine,USOIL,autoencoder,exponential,125,65,60,0.52,0.8415,0.895,0.52,True,49,14,16,46,0.7778,0.7538,0.7656,0.7603,0.76,0.2333,0.3026,0.0938,0.0,0.0,65.0,60.0,,0.0,,0.5,0.48,0.0
Russia-Ukraine,GOLD,autoencoder,exponential,125,65,60,0.52,0.4074,0.4518,0.52,True,26,31,39,29,0.4561,0.4,0.4262,0.4417,0.44,0.5167,,,,,,,,,,,,
Russia-Ukraine,EURUSD,autoencoder,exponential,130,66,64,0.5077,0.3987,0.5478,0.5077,True,25,40,41,24,0.3846,0.3788,0.3817,0.3769,0.3769,0.625,,,,,,,,,,,,
Russia-Ukraine,USOIL,cnn_autoencoder,exponential,125,65,60,0.52,0.7144,0.7191,0.52,True,3,0,62,60,1.0,0.0462,0.0882,0.5231,0.504,0.0,0.0295,0.0938,3.0,0.0,62.0,60.0,1.0,0.0462,0.0882,0.5231,0.504,0.0
Russia-Ukraine,GOLD,cnn_autoencoder,exponential,125,65,60,0.52,0.3364,0.4077,0.52,True,0,7,65,53,0.0,0.0,,0.4417,0.424,0.1167,,,,,,,,,,,,
Russia-Ukraine,EURUSD,cnn_autoencoder,exponential,130,66,64,0.5077,0.3331,0.4489,0.5077,True,2,0,64,64,1.0,0.0303,0.0588,0.5152,0.5077,0.0,,,,,,,,,,,,
Russia-Ukraine,USOIL,dagmm,exponential,125,65,60,0.52,0.7644,0.8364,0.52,True,12,0,53,60,1.0,0.1846,0.3117,0.5923,0.576,0.0,10.8457,0.0938,0.0,0.0,65.0,60.0,,0.0,,0.5,0.48,0.0
Russia-Ukraine,GOLD,dagmm,exponential,125,65,60,0.52,0.6405,0.6129,0.52,True,1,1,64,59,0.5,0.0154,0.0299,0.4994,0.48,0.0167,2.6027,0.0938,0.0,0.0,65.0,60.0,,0.0,,0.5,0.48,0.0
Russia-Ukraine,EURUSD,dagmm,exponential,130,66,64,0.5077,0.4856,0.5017,0.5077,True,6,5,60,59,0.5455,0.0909,0.1558,0.5064,0.5,0.0781,1.7849,0.0985,2.0,2.0,64.0,62.0,0.5,0.0303,0.0571,0.4995,0.4923,0.0312
Russia-Ukraine,USOIL,deep_svdd,exponential,125,65,60,0.52,0.7949,0.7971,0.52,True,31,7,34,53,0.8158,0.4769,0.6019,0.6801,0.672,0.1167,0.001,0.0938,19.0,2.0,46.0,58.0,0.9048,0.2923,0.4419,0.6295,0.616,0.0333
Russia-Ukraine,GOLD,deep_svdd,exponential,125,65,60,0.52,0.3667,0.4211,0.52,True,12,26,53,34,0.3158,0.1846,0.233,0.3756,0.368,0.4333,0.0008,0.0938,0.0,15.0,65.0,45.0,0.0,0.0,,0.375,0.36,0.25
Russia-Ukraine,EURUSD,deep_svdd,exponential,130,66,64,0.5077,0.3804,0.4431,0.5077,True,12,23,54,41,0.3429,0.1818,0.2376,0.4112,0.4077,0.3594,0.0005,0.0985,29.0,39.0,37.0,25.0,0.4265,0.4394,0.4328,0.415,0.4154,0.6094
Russia-Ukraine,USOIL,hybrid2,arccosh,125,65,60,0.52,0.8462,0.9138,0.52,True,38,0,27,60,1.0,0.5846,0.7379,0.7923,0.784,0.0,0.0452,0.0938,0.0,0.0,65.0,60.0,,0.0,,0.5,0.48,0.0
Russia-Ukraine,GOLD,hybrid2,arccosh,125,65,60,0.52,0.4474,0.4921,0.52,True,10,13,55,47,0.4348,0.1538,0.2273,0.4686,0.456,0.2167,0.1531,0.0938,0.0,0.0,65.0,60.0,,0.0,,0.5,0.48,0.0
Russia-Ukraine,EURUSD,hybrid2,arccosh,130,66,64,0.5077,0.4072,0.4413,0.5077,True,3,10,63,54,0.2308,0.0455,0.0759,0.4446,0.4385,0.1562,0.024,0.0985,0.0,1.0,66.0,63.0,0.0,0.0,,0.4922,0.4846,0.0156
Russia-Ukraine,USOIL,hybrid2,arctan,125,65,60,0.52,0.7813,0.8026,0.52,True,7,0,58,60,1.0,0.1077,0.1944,0.5538,0.536,0.0,0.0148,0.0938,2.0,0.0,63.0,60.0,1.0,0.0308,0.0597,0.5154,0.496,0.0
Russia-Ukraine,GOLD,hybrid2,arctan,125,65,60,0.52,0.3497,0.4152,0.52,True,1,8,64,52,0.1111,0.0154,0.027,0.441,0.424,0.1333,0.0144,0.0938,1.0,10.0,64.0,50.0,0.0909,0.0154,0.0263,0.4244,0.408,0.1667
Russia-Ukraine,EURUSD,hybrid2,arctan,130,66,64,0.5077,0.3748,0.4811,0.5077,True,3,1,63,63,0.75,0.0455,0.0857,0.5149,0.5077,0.0156,0.0104,0.0985,12.0,13.0,54.0,51.0,0.48,0.1818,0.2637,0.4893,0.4846,0.2031
Russia-Ukraine,USOIL,hybrid2,cosine,125,65,60,0.52,0.83,0.8787,0.52,True,30,1,35,59,0.9677,0.4615,0.625,0.7224,0.712,0.0167,0.131,0.0938,14.0,0.0,51.0,60.0,1.0,0.2154,0.3544,0.6077,0.592,0.0
Russia-Ukraine,GOLD,hybrid2,cosine,125,65,60,0.52,0.4318,0.4653,0.52,True,9,14,56,46,0.3913,0.1385,0.2045,0.4526,0.44,0.2333,0.1673,0.0938,0.0,3.0,65.0,57.0,0.0,0.0,,0.475,0.456,0.05
Russia-Ukraine,EURUSD,hybrid2,cosine,130,66,64,0.5077,0.4382,0.5528,0.5077,True,14,10,52,54,0.5833,0.2121,0.3111,0.5279,0.5231,0.1562,0.1596,0.0985,6.0,2.0,60.0,62.0,0.75,0.0909,0.1622,0.5298,0.5231,0.0312
Russia-Ukraine,USOIL,hybrid2,exponential,125,65,60,0.52,0.8174,0.8741,0.52,True,25,0,40,60,1.0,0.3846,0.5556,0.6923,0.68,0.0,0.3991,0.0938,1.0,0.0,64.0,60.0,1.0,0.0154,0.0303,0.5077,0.488,0.0
Russia-Ukraine,GOLD,hybrid2,exponential,125,65,60,0.52,0.481,0.4868,0.52,True,10,13,55,47,0.4348,0.1538,0.2273,0.4686,0.456,0.2167,0.2309,0.0938,4.0,10.0,61.0,50.0,0.2857,0.0615,0.1013,0.4474,0.432,0.1667
Russia-Ukraine,EURUSD,hybrid2,exponential,130,66,64,0.5077,0.4152,0.516,0.5077,True,17,17,49,47,0.5,0.2576,0.34,0.496,0.4923,0.2656,0.2059,0.0985,13.0,9.0,53.0,55.0,0.5909,0.197,0.2955,0.5282,0.5231,0.1406
Russia-Ukraine,USOIL,isolation_forest,exponential,125,65,60,0.52,0.8521,0.9123,0.52,True,28,0,37,60,1.0,0.4308,0.6022,0.7154,0.704,0.0,0.6305,0.0938,1.0,0.0,64.0,60.0,1.0,0.0154,0.0303,0.5077,0.488,0.0
Russia-Ukraine,GOLD,isolation_forest,exponential,125,65,60,0.52,0.6579,0.6967,0.52,True,7,0,58,60,1.0,0.1077,0.1944,0.5538,0.536,0.0,0.573,0.0938,5.0,0.0,60.0,60.0,1.0,0.0769,0.1429,0.5385,0.52,0.0
Russia-Ukraine,EURUSD,isolation_forest,exponential,130,66,64,0.5077,0.4557,0.5016,0.5077,True,2,0,64,64,1.0,0.0303,0.0588,0.5152,0.5077,0.0,0.5505,0.0985,2.0,0.0,64.0,64.0,1.0,0.0303,0.0588,0.5152,0.5077,0.0
Russia-Ukraine,USOIL,omnianomaly,exponential,125,65,60,0.52,0.7995,0.8619,0.52,True,20,0,45,60,1.0,0.3077,0.4706,0.6538,0.64,0.0,0.3659,0.0938,38.0,3.0,27.0,57.0,0.9268,0.5846,0.717,0.7673,0.76,0.05
Russia-Ukraine,GOLD,omnianomaly,exponential,125,65,60,0.52,0.64,0.5891,0.52,True,0,0,65,60,,0.0,,0.5,0.48,0.0,0.2712,0.0938,37.0,22.0,28.0,38.0,0.6271,0.5692,0.5968,0.6013,0.6,0.3667
Russia-Ukraine,EURUSD,omnianomaly,exponential,130,66,64,0.5077,0.5104,0.5053,0.5077,True,2,8,64,56,0.2,0.0303,0.0526,0.4527,0.4462,0.125,0.3534,0.0985,7.0,15.0,59.0,49.0,0.3182,0.1061,0.1591,0.4358,0.4308,0.2344
Russia-Ukraine,USOIL,one_class_svm,exponential,125,65,60,0.52,0.8418,0.8924,0.52,True,37,0,28,60,1.0,0.5692,0.7255,0.7846,0.776,0.0,1.9226,0.0938,11.0,0.0,54.0,60.0,1.0,0.1692,0.2895,0.5846,0.568,0.0
Russia-Ukraine,GOLD,one_class_svm,exponential,125,65,60,0.52,0.4503,0.4916,0.52,True,0,1,65,59,0.0,0.0,,0.4917,0.472,0.0167,0.2057,0.0938,0.0,0.0,65.0,60.0,,0.0,,0.5,0.48,0.0
Russia-Ukraine,EURUSD,one_class_svm,exponential,130,66,64,0.5077,0.4792,0.5438,0.5077,True,13,7,53,57,0.65,0.197,0.3023,0.5438,0.5385,0.1094,0.464,0.0985,1.0,0.0,65.0,64.0,1.0,0.0152,0.0299,0.5076,0.5,0.0
Russia-Ukraine,USOIL,standalone_fanogan,arccosh,125,65,60,0.52,0.8462,0.9138,0.52,True,38,0,27,60,1.0,0.5846,0.7379,0.7923,0.784,0.0,0.0452,0.0938,0.0,0.0,65.0,60.0,,0.0,,0.5,0.48,0.0
Russia-Ukraine,GOLD,standalone_fanogan,arccosh,125,65,60,0.52,0.4474,0.4921,0.52,True,10,13,55,47,0.4348,0.1538,0.2273,0.4686,0.456,0.2167,0.1531,0.0938,0.0,0.0,65.0,60.0,,0.0,,0.5,0.48,0.0
Russia-Ukraine,EURUSD,standalone_fanogan,arccosh,130,66,64,0.5077,0.4072,0.4413,0.5077,True,3,10,63,54,0.2308,0.0455,0.0759,0.4446,0.4385,0.1562,0.024,0.0985,0.0,1.0,66.0,63.0,0.0,0.0,,0.4922,0.4846,0.0156
Russia-Ukraine,USOIL,standalone_fanogan,arctan,125,65,60,0.52,0.7813,0.8026,0.52,True,7,0,58,60,1.0,0.1077,0.1944,0.5538,0.536,0.0,0.0148,0.0938,2.0,0.0,63.0,60.0,1.0,0.0308,0.0597,0.5154,0.496,0.0
Russia-Ukraine,GOLD,standalone_fanogan,arctan,125,65,60,0.52,0.3497,0.4152,0.52,True,1,8,64,52,0.1111,0.0154,0.027,0.441,0.424,0.1333,0.0144,0.0938,1.0,10.0,64.0,50.0,0.0909,0.0154,0.0263,0.4244,0.408,0.1667
Russia-Ukraine,EURUSD,standalone_fanogan,arctan,130,66,64,0.5077,0.3748,0.4811,0.5077,True,3,1,63,63,0.75,0.0455,0.0857,0.5149,0.5077,0.0156,0.0104,0.0985,12.0,13.0,54.0,51.0,0.48,0.1818,0.2637,0.4893,0.4846,0.2031
Russia-Ukraine,USOIL,standalone_fanogan,cosine,125,65,60,0.52,0.83,0.8787,0.52,True,30,1,35,59,0.9677,0.4615,0.625,0.7224,0.712,0.0167,0.131,0.0938,14.0,0.0,51.0,60.0,1.0,0.2154,0.3544,0.6077,0.592,0.0
Russia-Ukraine,GOLD,standalone_fanogan,cosine,125,65,60,0.52,0.4318,0.4653,0.52,True,9,14,56,46,0.3913,0.1385,0.2045,0.4526,0.44,0.2333,0.1673,0.0938,0.0,3.0,65.0,57.0,0.0,0.0,,0.475,0.456,0.05
Russia-Ukraine,EURUSD,standalone_fanogan,cosine,130,66,64,0.5077,0.4382,0.5528,0.5077,True,14,10,52,54,0.5833,0.2121,0.3111,0.5279,0.5231,0.1562,0.1596,0.0985,6.0,2.0,60.0,62.0,0.75,0.0909,0.1622,0.5298,0.5231,0.0312
