event,asset,window_start,label,prob_EXP,loss_EXP,prob_AT,loss_AT,prob_DAG,loss_DAG,prob_DSV,loss_DSV,prob_IF,loss_IF,prob_OMNI,loss_OMNI,prob_OCS,loss_OCS,prob_TR,loss_TR,prob_USAD,loss_USAD
Russia--Ukraine,EURUSD,1556,0,0.732824427480916,0.5370316415127323,0.5343511450381679,0.2855311462036012,0.5343511450381679,0.2855311462036012,0.366412213740458,0.134257910378183,0.3435114503816794,0.118000116543325,0.3206106870229007,0.1027912126332964,0.7480916030534351,0.5596410465590583,0.6335877862595419,0.401433482897267,0.9618320610687024,0.925120913699668
Russia--Ukraine,EURUSD,1557,0,0.7938931297709924,0.6302663014975817,0.5801526717557252,0.3365771225453062,0.3129770992366412,0.0979546646465823,0.732824427480916,0.5370316415127323,0.2977099236641221,0.0886311986480974,0.366412213740458,0.134257910378183,0.7099236641221374,0.5039916088806013,0.8396946564885496,0.7050871161354233,0.9389312977099236,0.8815919818192414
Russia--Ukraine,EURUSD,1558,0,0.9236641221374046,0.8531554105238622,0.6412213740458015,0.4111648505331856,0.1374045801526717,0.018880018646932,0.9465648854961832,0.8959850824544024,0.4732824427480916,0.2239962706136006,0.4885496183206106,0.2386807295612143,0.7557251908396947,0.5711205640696929,0.8320610687022901,0.6923256220499971,0.9083969465648856,0.8251850125284074
Russia--Ukraine,EURUSD,1559,0,0.9847328244274808,0.969698735504924,0.6564885496183206,0.4309772157799661,0.3206106870229007,0.1027912126332964,0.4961832061068702,0.2461977740224928,0.3740458015267175,0.1399102616397645,0.549618320610687,0.302080298350912,0.8244274809160306,0.679680671289552,0.7938931297709924,0.6302663014975817,0.8931297709923665,0.797680787832877
Russia--Ukraine,EURUSD,1560,0,0.9694656488549618,0.939863644309772,0.732824427480916,0.5370316415127323,0.1221374045801526,0.0149175455975758,0.900763358778626,0.8113746285181516,0.7633587786259542,0.5827166249053086,0.6106870229007634,0.3729386399393975,0.8702290076335878,0.757298525726939,0.7251908396946565,0.525901753977041,0.8854961832061069,0.7841034904725832
Russia--Ukraine,EURUSD,1561,1,0.931297709923664,0.004720004661733,0.7709923664122137,0.0524444962414777,0.6335877862595419,0.1342579103781831,0.9541984732824428,0.0020977798496591,0.648854961832061,0.1233028378299633,0.7099236641221374,0.0841442806363265,0.9083969465648856,0.0083911193986364,0.7480916030534351,0.0634578404521881,0.8473282442748091,0.0233086649962123
Russia--Ukraine,EURUSD,1562,1,0.8854961832061069,0.0131111240603694,0.7175572519083969,0.0797739059495367,0.1068702290076335,0.797680787832877,0.7022900763358778,0.0886311986480974,0.6183206106870229,0.1456791562263271,0.8091603053435115,0.0364197890565817,0.8854961832061069,0.0131111240603694,0.7633587786259542,0.0559990676534001,0.8320610687022901,0.0282034846454169
Russia--Ukraine,EURUSD,1563,1,0.9389312977099236,0.0037293863993939,0.7862595419847328,0.0456849833925762,0.0839694656488549,0.8391119398636443,0.7709923664122137,0.0524444962414777,0.7022900763358778,0.0886311986480974,0.7557251908396947,0.0596701823903035,0.9465648854961832,0.002855311462036,0.916030534351145,0.0070508711613542,0.8244274809160306,0.0308257094574908
Russia--Ukraine,EURUSD,1564,1,0.9465648854961832,0.002855311462036,0.7251908396946565,0.075520074587728,0.099236641221374,0.8113746285181516,0.931297709923664,0.004720004661733,0.5343511450381679,0.2168288561272653,0.6717557251908397,0.1077443039449915,0.8778625954198473,0.0149175455975758,0.9618320610687024,0.0014567915622632,0.8625954198473282,0.018880018646932
Russia--Ukraine,EURUSD,1565,1,0.8931297709923665,0.011421245848144,0.6717557251908397,0.1077443039449915,0.8549618320610687,0.0210360701590816,0.6717557251908397,0.1077443039449915,0.5877862595419847,0.169920167822388,0.816793893129771,0.0335644775945457,0.8320610687022901,0.0282034846454169,0.8015267175572519,0.0393916438435988,0.8091603053435115,0.0364197890565817
Russia--Ukraine,EURUSD,1566,1,0.8091603053435115,0.0364197890565817,0.6870229007633588,0.0979546646465823,0.1297709923664122,0.757298525726939,0.816793893129771,0.0335644775945457,0.5114503816793893,0.2386807295612144,0.7480916030534351,0.0634578404521881,0.8396946564885496,0.0256978031583241,0.8549618320610687,0.0210360701590816,0.7938931297709924,0.042480041955597
Russia--Ukraine,EURUSD,1567,1,0.7404580152671756,0.0673620418390536,0.6793893129770993,0.1027912126332964,0.2061068702290076,0.6302663014975817,0.8473282442748091,0.0233086649962123,0.4274809160305343,0.327778101509236,0.8396946564885496,0.0256978031583241,0.900763358778626,0.0098479109608997,0.732824427480916,0.0713827865509003,0.8015267175572519,0.0393916438435988
