interval,asset,n,n_positive,f1,f1_lo,f1_hi,auc,auc_lo,auc_hi
2025,USOIL,200,28,0.013605442176870748,0.0,0.045112781954887216,0.1644518272425249,0.03771132742869875,0.3383513215098589
2025,GOLD,200,28,0.3943661971830986,0.0,0.7058823529411765,0.8336794019933554,0.6626014680427142,0.9694157435488162
2025,EURUSD,200,23,0.14814814814814817,0.0,0.313777089783281,0.6148366494718742,0.3373684210526316,0.8357894736842105
2026,USOIL,200,17,0.0,0.0,0.0,0.2343297974927676,0.09327113870534923,0.3969335571178585
2026,GOLD,200,17,0.0,0.0,0.0,0.8090646094503375,0.6320388160581024,0.9473684210526315
2026,EURUSD,200,18,0.0,0.0,0.0,0.4474969474969475,0.2287251827242525,0.7347770902744725
